time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
1996-01-01 24:00:00,77838137.621401,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-8057.016765,    0.000000,    0.000000,    0.000000,   24.999335,6632522.260532,    0.000000,    0.000000,    0.000000,    0.000000,    0.100000,    4.485848,    4.485848,    4.485848,    9.809187,  -35.006542,  -23.868658, -208.426081,    0.000000,    0.000000,    0.057707,    1.429627,    0.956901,    0.000000,    0.268708,    0.001300,    0.001300,    0.000000
1996-01-02 24:00:00,77828906.267165,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-9321.357523,    0.000000,    0.000000,    0.000000,   24.997930,6631965.287284,    0.000000,    0.000000,    0.000000,    0.000000,    0.099997,    4.315769,    0.340775,    0.340775,   33.252261,  -40.552144,  -34.895504, -242.880361,  161.055526,    0.000000,    0.066905,    1.649974,    1.028002,   30.349664,    0.305452,    0.001300,    0.001300,    0.000000
1996-01-03 24:00:00,77814710.752389,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-14332.403309,    0.000000,    0.000000,    0.000000,   24.995769,6631108.801684,    0.000000,    0.000000,    0.000000,    0.000000,    0.099988,    3.959689,    3.420501,    3.420501,   67.202633,  -62.357428, -114.115167, -176.119018,  163.770170,    0.000000,    0.124815,    2.982387,    1.382094,  270.828058,    0.362029,    0.001300,    0.001300,    0.000000
1996-01-04 24:00:00,77803295.482796,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-12187.076527,    0.000000,    0.000000,    0.000000,   24.994031,6630420.062023,    0.000000,    0.000000,    0.000000,    0.000000,    0.099973,    3.964896,    2.769056,    2.769056,   60.386310,  -53.049102, -100.342804, -167.763865,  128.247330,    0.000000,    0.102110,    2.470829,    1.257989,  269.024188,    0.275812,    0.001300,    0.001300,    0.000000
1996-01-05 24:00:00,77792190.932250,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-12203.685481,    0.000000,    0.000000,    0.000000,   24.992340,6629750.069579,    0.000000,    0.000000,    0.000000,    0.000000,    0.099953,    3.968557,    2.163674,    2.163674,   60.547053,  -53.159592, -104.965689, -162.439407,  165.089173,    0.000000,    0.108216,    2.609677,    1.292852,  245.054729,    0.298553,    0.001300,    0.001300,    0.000000
1996-01-06 24:00:00,77780676.258145,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-11953.433986,    0.000000,    0.000000,    0.000000,   24.990587,6629055.332352,    0.000000,    0.000000,    0.000000,    0.000000,    0.099926,    3.970816,    1.364823,    1.364823,   68.843009,  -52.106538, -114.010411, -183.807464,  168.651558,    0.000000,    0.104965,    2.535843,    1.274432,  220.939740,    0.257792,    0.001300,    0.001300,    0.000000
1996-01-07 24:00:00,77770680.638117,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-11082.079163,    0.000000,    0.000000,    0.000000,   24.989065,6628452.247169,    0.000000,    0.000000,    0.000000,    0.000000,    0.099893,    3.971673,    0.565616,    0.565616,   69.829028,  -48.348120, -110.027197, -184.290635,  170.247109,    0.000000,    0.103247,    2.496723,    1.264563,  213.802958,    0.294319,    0.001300,    0.001300,    0.000000
1996-01-08 24:00:00,77759006.102474,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-13106.621604,    0.000000,    0.000000,    0.000000,   24.987288,6627747.864706,    0.000000,    0.000000,    0.000000,    0.000000,    0.099855,    3.971168,    0.060358,    0.060358,   67.753398,  -57.226611, -125.414615, -156.632807,  158.916065,    0.000000,    0.147940,    3.491061,    1.495320,   97.723178,    0.458124,    0.001300,    0.001300,    0.000000
1996-01-09 24:00:00,77761978.041494,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-13570.668596,    0.000000,    0.000000,    0.000000,   24.987740,6627927.176483,    0.000000,    0.000000,    0.000000,    0.000000,    0.099811,    3.969346,    0.066254,    0.066254,   63.286739,  -59.257781, -110.924222, -110.647437,  148.963458,    0.000000,    0.200600,    4.611330,    1.718575,   63.766658,    0.253128,    0.001300,    0.001300,    0.000000
1996-01-10 24:00:00,77768010.810941,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-10813.886195,    0.000000,    0.000000,    0.000000,   24.988659,6628291.163294,    0.000000,    0.000000,    0.000000,    0.000000,    0.099760,    3.966375,    0.063355,    0.063355,   65.067289,  -47.219158,  -87.751664, -125.857667,  168.151383,    0.000000,    0.157863,    3.705985,    1.540662,   94.030639,    0.268703,    0.001300,    0.001300,    0.000000
